player_id,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
1630268,nate darling,2021,2021,G,78,200.0,1998-08-30,"UAB, University of Delaware"
203540,gigi datome,2014,2015,F,80,215.0,1987-11-27,
921,brad daugherty,1987,1994,C,84,245.0,1965-10-19,UNC
1600,kornel david,1999,2001,F,81,235.0,1971-10-22,
201176,jermareo davidson,2008,2009,F,82,230.0,1984-11-15,Alabama
203561,brandon davies,2014,2015,F,82,240.0,1991-07-25,BYU
203076,anthony davis,2013,2024,F-C,82,253.0,1993-03-11,Kentucky
213,antonio davis,1994,2006,F-C,81,215.0,1968-10-31,Texas-El Paso
1884,baron davis,2000,2012,G,75,209.0,1979-04-13,UCLA
989,ben davis,1997,2000,F,81,240.0,1972-12-26,"Kansas, Arizona"
76516,brad davis,1978,1992,G,75,180.0,1955-12-17,Maryland
76517,brian davis,1994,1994,F-G,79,200.0,1970-06-21,Duke
76518,charles davis,1982,1990,F,79,215.0,1958-10-05,Vanderbilt
905,dale davis,1992,2007,F-C,83,230.0,1969-03-25,Clemson
1627738,deyonta davis,2017,2019,C-F,83,237.0,1996-12-02,Michigan State
202334,ed davis,2011,2022,F,81,218.0,1989-06-05,UNC
1023,emanual davis,1997,2003,G,76,195.0,1968-08-27,Delaware State University
201175,glen davis,2008,2015,F-C,81,289.0,1986-01-01,LSU
76523,harry davis,1979,1980,F,79,220.0,1956-01-27,Florida State
93,hubert davis,1993,2004,G,77,183.0,1970-05-17,UNC
2668,josh davis,2004,2012,F,80,235.0,1980-08-10,Wyoming
76530,mike davis,1983,1983,F,82,230.0,1956-08-02,Maryland
76520,monti davis,1981,1981,F,79,205.0,1958-07-26,Tennessee State
200781,paul davis,2007,2010,C,83,270.0,1984-07-21,Michigan State
1729,ricky davis,1999,2010,G,78,195.0,1979-09-23,Iowa
76534,ron davis,1977,1982,G-F,78,198.0,1954-05-01,Washington State
1629056,terence davis,2020,2023,G,76,201.0,1997-05-16,Ole Miss
426,terry davis,1990,2001,F-C,81,225.0,1967-06-17,Virginia Union University
1629093,tyler davis,2019,2019,C,82,266.0,1997-05-22,Texas A&M
1453,walter davis,1978,1992,G-F,78,193.0,1954-09-09,UNC
1631120,jd davison,2023,2023,G,73,195.0,2002-10-03,Alabama
203958,andre dawkins,2015,2015,G,77,215.0,1991-09-19,Duke
76539,darryl dawkins,1976,1989,C,83,251.0,1957-01-11,
1008,johnny dawkins,1987,1995,G,74,165.0,1963-09-28,Duke
76541,paul dawkins,1980,1980,F,77,190.0,1957-06-10,Northern Illinois
1626183,branden dawson,2016,2016,F,78,225.0,1993-02-01,Michigan State
201286,eric dawson,2012,2012,F,81,250.0,1984-07-07,Midwestern State University
76542,tony dawson,1991,1995,F,79,215.0,1967-08-25,Florida State
103,todd day,1993,2001,G-F,78,188.0,1970-01-07,Arkansas
201948,austin daye,2010,2015,F,83,220.0,1988-06-05,Gonzaga
76543,darren daye,1984,1988,F-G,80,220.0,1960-11-30,UCLA
1630620,darius days,2023,2023,F,79,245.0,1999-10-20,LSU
201986,nando de colo,2013,2014,G,77,200.0,1987-06-23,
692,andrew declercq,1996,2005,F-C,82,230.0,1973-02-01,Florida
1629602,javin delaurier,2022,2022,F,82,237.0,1998-04-07,Duke
201942,demar derozan,2010,2024,G-F,78,220.0,1989-08-07,USC
76544,greg deane,1980,1980,G,76,190.0,1957-12-06,Utah
1630466,gabriel deck,2021,2022,F,80,232.0,1995-02-08,
203473,dewayne dedmon,2014,2023,C,84,245.0,1989-08-12,USC
143,terry dehere,1994,1999,G,74,190.0,1971-09-12,Seton Hall
1626214,bryce dejean-jones,2016,2016,G,78,209.0,1992-08-21,"USC, UNLV, Iowa State"
1626155,sam dekker,2016,2022,F,81,230.0,1994-05-06,Wisconsin
219,vinny del negro,1989,2002,G,76,185.0,1966-08-09,NC State
1627098,malcolm delaney,2017,2018,G,75,190.0,1989-03-11,Virginia Tech
183,bison dele,1992,1999,F-C,81,235.0,1969-04-06,"Maryland, Arizona"
2568,carlos delfino,2005,2013,G,78,230.0,1982-08-29,
1629116,angel delgado,2019,2019,C,82,245.0,1994-11-20,Seton Hall
960,tony delk,1997,2006,G,73,189.0,1974-01-28,Kentucky
203521,matthew dellavedova,2014,2023,G,75,200.0,1990-09-08,Saint Mary's
76552,fennis dembo,1989,1989,F,77,215.0,1966-01-24,Wyoming
76553,larry demic,1980,1982,F-C,81,225.0,1957-06-27,Arizona
725,dell demps,1994,1997,G,75,205.0,1970-02-12,University of the Pacific
2736,luol deng,2005,2019,F,81,237.0,1985-04-16,Duke
76556,kenny dennard,1982,1984,F,80,220.0,1958-10-18,Duke
1641926,dexter dennis,2024,2024,G,77,210.0,1999-02-09,"Wichita State, Texas A&M"
202458,justin dentmon,2012,2013,G,71,185.0,1985-09-05,Washington
1629094,marcus derrickson,2019,2019,F,79,249.0,1996-02-01,Georgetown
1628978,donte divincenzo,2019,2024,G,76,203.0,1997-01-31,Villanova
1631217,moussa diabate,2023,2024,F,83,210.0,2002-01-21,Michigan
1629603,mamadi diakite,2021,2023,F,81,228.0,1997-01-21,Virginia
1760,derrick dial,2000,2004,G,76,184.0,1975-12-20,Eastern Michigan
1627767,cheick diallo,2017,2022,F,80,219.0,1996-09-13,Kansas
1628977,hamidou diallo,2019,2023,G,77,202.0,1998-07-31,Kentucky
2564,boris diaw,2004,2017,F-C,80,250.0,1982-04-16,
200821,yakhouba diawara,2007,2010,G-F,79,225.0,1982-08-29,Pepperdine
200799,guillermo diaz,2008,2008,G,74,192.0,1985-03-04,Miami (FL)
1641711,gradey dick,2024,2024,G,78,205.0,2003-11-20,Kansas
2424,dan dickau,2003,2008,G,72,190.0,1978-09-16,"Washington, Gonzaga"
2079,kaniel dickens,2004,2008,F,80,215.0,1978-07-21,"Tyler Junior College, Idaho"
1722,michael dickerson,1999,2003,G-F,77,190.0,1975-06-25,Arizona
101143,travis diener,2006,2010,G,73,175.0,1982-03-01,Marquette
203476,gorgui dieng,2014,2023,C,82,252.0,1990-01-18,Louisville
1631172,ousmane dieng,2023,2024,F,82,216.0,2003-05-21,
76567,coby dietrick,1971,1983,C-F,82,220.0,1948-07-23,San Jose State
76569,mickey dillard,1982,1982,G,75,170.0,1958-10-15,Florida State
76574,byron dinkins,1990,1991,G,73,170.0,1967-06-15,UNC Charlotte
203915,spencer dinwiddie,2015,2024,G,77,215.0,1993-04-06,Colorado
101113,ike diogu,2006,2012,F,80,250.0,1983-09-11,Arizona State
2205,desagana diop,2002,2013,C,84,300.0,1982-01-30,
124,vlade divac,1990,2005,C,85,243.0,1968-02-03,
2413,juan dixon,2003,2009,G,75,164.0,1978-10-09,Maryland
1720,michael doleac,1999,2008,C,83,262.0,1977-06-15,Utah
76583,james donaldson,1981,1995,C,86,275.0,1957-08-16,Washington State
1629029,luka doncic,2019,2024,G-F,79,230.0,1999-02-28,
76586,billy donovan,1988,1988,G,71,171.0,1965-05-30,Providence
2039,keyon dooling,2001,2013,G,75,196.0,1980-05-08,Missouri
1059,aleksandar djordjevic,1997,1997,G,74,198.0,1967-08-26,
76587,jacky dorsey,1978,1981,F,79,230.0,1954-12-18,Georgia
201595,joey dorsey,2009,2015,F,80,268.0,1983-12-16,Memphis
1628416,tyler dorsey,2018,2023,G,77,183.0,1996-02-18,Oregon
1629652,luguentz dort,2020,2024,G,75,215.0,1999-04-19,Arizona State
1630245,ayo dosunmu,2022,2024,G,77,200.0,2000-01-17,Illinois
1628422,damyean dotson,2018,2022,G,77,210.0,1994-05-06,"Oregon, Houston"
1629653,devon dotson,2021,2023,G,74,185.0,1999-08-02,Kansas
200763,quincy douby,2007,2009,G,75,175.0,1984-05-16,Rutgers University
76588,bruce douglas,1987,1987,G,75,195.0,1964-04-09,Illinois
76589,john douglas,1982,1983,G,74,170.0,1956-06-12,Kansas
76590,leon douglas,1977,1983,C-F,82,230.0,1954-08-26,Alabama
428,sherman douglas,1990,2001,G,72,180.0,1966-09-15,Syracuse
201962,toney douglas,2010,2017,G,74,195.0,1986-03-16,"Auburn, Florida State"
201604,chris douglas-roberts,2009,2015,G,79,200.0,1987-01-08,Memphis
1629635,sekou doumbouya,2020,2022,F,80,230.0,2000-12-23,
202220,zabian dowdell,2011,2011,G,75,191.0,1984-09-10,Virginia Tech
1630288,jeff dowtin,2022,2023,G,75,185.0,1997-05-10,Rhode Island
1628495,milton doyle,2018,2018,G,76,185.0,1993-10-31,Loyola Chicago
1628408,pj dozier,2018,2023,G,78,205.0,1996-10-25,South Carolina
76596,terry dozier,1990,1990,F,81,210.0,1966-06-29,South Carolina
201609,goran dragic,2009,2023,G,76,190.0,1986-05-06,
204054,zoran dragic,2015,2015,G-F,77,200.0,1989-06-22,
1068,greg dreiling,1987,1997,C,85,250.0,1962-11-07,"Wichita State, Kansas"
1724,bryce drew,1999,2004,G,74,185.0,1974-09-21,Valparaiso
76598,john drew,1975,1985,F-G,78,205.0,1954-09-30,Gardner-Webb University
203580,larry drew,1981,1991,G,73,170.0,1958-04-02,Missouri
1206,larry drew ii,2015,2018,G,74,180.0,1990-03-05,"UNC, UCLA"
17,clyde drexler,1984,1998,G,79,210.0,1962-06-22,Houston
1041,nate driggers,1997,1997,G,77,215.0,1973-10-12,University of Montevallo
1542,predrag drobnjak,2002,2005,C,83,270.0,1975-10-27,
76604,ralph drollinger,1981,1981,C,86,250.0,1954-04-20,UCLA
203083,andre drummond,2013,2024,C,83,279.0,1993-08-10,UConn
1630537,chris duarte,2022,2024,G,78,190.0,1997-06-13,Oregon
404,kevin duckworth,1987,1997,C,84,275.0,1964-04-01,Eastern Illinois University
201,chris dudley,1988,2003,C,83,235.0,1965-02-22,Yale
201162,jared dudley,2008,2021,F-G,78,237.0,1985-07-10,Boston College
76608,terry duerod,1980,1983,G,74,180.0,1956-07-29,Detroit Mercy
2768,chris duhon,2005,2013,G,73,185.0,1982-08-31,Duke
1626251,duje dukan,2016,2016,F,81,220.0,1991-12-04,Wisconsin
1225,david duke jr,2022,2023,G,77,205.0,1999-10-13,Providence
247,joe dumars,1986,1999,G,75,190.0,1963-05-24,McNeese State University
30,richard dumas,1993,1996,F,79,200.0,1969-05-19,Oklahoma State
434,tony dumas,1995,1998,G,78,190.0,1972-08-25,Missouri-Kansas City
1495,tim duncan,1998,2016,F-C,83,250.0,1976-04-25,Wake Forest
1627739,kris dunn,2017,2024,G,75,205.0,1994-03-18,Providence
76618,tr dunn,1978,1991,G-F,76,192.0,1955-02-01,Alabama
2648,ronald dupree,2004,2011,F,79,209.0,1981-01-26,LSU
201142,kevin durant,2008,2024,F-G,83,240.0,1988-09-29,Texas
1631105,jalen duren,2023,2024,C,82,250.0,2003-11-18,Memphis
76619,john duren,1981,1983,G,75,195.0,1958-10-30,Georgetown
1090,pat durham,1993,1995,F,79,210.0,1967-03-10,Colorado State
76621,devin durrant,1985,1986,F,79,200.0,1960-10-20,BYU
1628979,trevon duval,2019,2019,G,74,189.0,1998-08-03,Duke
76625,craig dykema,1982,1982,F,80,190.0,1959-06-11,Cal State Long Beach
202406,jerome dyson,2012,2012,G,75,180.0,1987-05-01,UConn
289,ledell eackles,1989,1998,G-F,77,220.0,1966-11-24,New Orleans
768,acie earl,1994,1997,F-C,82,240.0,1970-06-23,Iowa
203921,cleanthony early,2015,2016,F,80,210.0,1991-04-17,Wichita State
1631106,tari eason,2023,2024,F,80,216.0,2001-05-10,"Cincinnati, LSU"
76631,mark eaton,1983,1993,C,88,275.0,1957-01-24,UCLA
76632,jerry eaves,1983,1987,G,76,180.0,1959-02-08,Louisville
202365,devin ebanks,2011,2013,F,81,215.0,1989-10-28,West Virginia
2569,ndudi ebi,2004,2005,F,81,200.0,1984-06-18,
1630693,jaime echenique,2022,2022,C,83,258.0,1997-04-27,"Trinity Valley CC, Wichita State"
204067,jarell eddie,2016,2018,G-F,79,218.0,1991-10-30,Virginia Tech
76635,patrick eddie,1992,1992,C,83,240.0,1967-12-27,"Arkansas State University, Ole Miss"
76637,kenton edelin,1985,1985,F,80,205.0,1962-05-24,Virginia
76638,keith edmonson,1983,1984,G,77,195.0,1960-09-28,Purdue
721,tyus edney,1996,2001,G,70,152.0,1973-02-14,UCLA
1630162,anthony edwards,2021,2024,G,76,225.0,2001-08-05,Georgia
76646,bill edwards,1994,1994,F,80,215.0,1971-09-22,Wright State University
898,blue edwards,1990,1999,G-F,76,200.0,1965-10-31,East Carolina University
1629035,carsen edwards,2020,2022,G,71,200.0,1998-03-12,Purdue
2451,corsley edwards,2005,2005,F,81,275.0,1979-03-05,Central Connecticut State University
346,doug edwards,1994,1996,F,79,220.0,1971-01-21,Florida State
76641,franklin edwards,1982,1988,G,73,170.0,1959-02-02,Cleveland State University
229,james edwards,1978,1996,C-F,84,225.0,1955-11-22,Washington
76643,jay edwards,1990,1990,G,76,185.0,1969-01-03,Indiana
2823,john edwards,2005,2006,C,84,275.0,1981-07-31,Kent State University
1630556,kessler edwards,2022,2024,F,80,215.0,2000-08-09,Pepperdine
236,kevin edwards,1989,2001,G,75,190.0,1965-10-30,DePaul
1630306,rob edwards,2022,2022,G,77,205.0,1997-01-20,"Cleveland State University, Arizona State"
202197,shane edwards,2014,2014,F,79,220.0,1987-05-31,Little Rock
1629053,vince edwards,2019,2019,F,80,225.0,1996-04-05,Purdue
378,craig ehlo,1984,1997,G-F,78,180.0,1961-08-11,"Odessa College, Washington State"
458,howard eisley,1995,2006,G,74,177.0,1972-12-04,Boston College
1918,obinna ekezie,2000,2005,F-C,81,270.0,1975-08-22,Maryland
2064,khalid el-amin,2001,2001,G,70,200.0,1979-04-25,UConn
53,mario elie,1991,2001,G-F,77,210.0,1963-11-26,American International College
1629604,cj elleby,2021,2022,F,78,200.0,2000-06-16,Washington State
1627740,henry ellenson,2017,2021,F,82,240.0,1997-01-13,Marquette
201961,wayne ellington,2010,2022,G,76,207.0,1987-11-29,UNC
76656,bob elliott,1979,1981,C-F,81,225.0,1955-08-18,Arizona
251,sean elliott,1990,2001,F,80,205.0,1968-02-02,Arizona
76664,bo ellis,1978,1980,F,81,197.0,1954-08-08,Marquette
107,dale ellis,1984,2000,G-F,79,205.0,1960-08-06,Tennessee
1677,harold ellis,1994,1998,G,77,200.0,1970-10-07,Morehouse College
1631165,keon ellis,2023,2024,G,78,175.0,2000-01-08,"Florida SouthWestern State College, Alabama"
111,laphonso ellis,1993,2003,F,80,240.0,1970-05-05,Notre Dame
1034,leron ellis,1992,1996,F-C,81,225.0,1969-04-28,"Kentucky, Syracuse"
101145,monta ellis,2006,2017,G,75,185.0,1985-10-26,
442,pervis ellison,1990,2001,F-C,81,210.0,1967-04-03,Louisville
600010,len elmore,1975,1984,C-F,81,220.0,1952-03-28,Maryland
1922,francisco elson,2004,2012,C,84,235.0,1976-02-28,California
2408,melvin ely,2003,2014,C,82,260.0,1978-05-02,Fresno State
203954,joel embiid,2017,2024,C,84,280.0,1994-03-16,Kansas
2765,andre emmett,2005,2012,F,77,230.0,1982-08-27,Texas Tech
76671,wayne engelstad,1989,1989,F,80,245.0,1965-12-06,"University of California, Irvine"
76670,chris engler,1983,1988,C,83,245.0,1959-03-01,"Minnesota, Wyoming"
76672,aj english,1991,1992,G,75,175.0,1967-07-11,Virginia Union University
76673,alex english,1977,1991,F,80,190.0,1954-01-05,South Carolina
76676,jo jo english,1993,1995,G,76,195.0,1970-02-04,South Carolina
203119,kim english,2013,2013,G,78,200.0,1988-09-24,Missouri
203516,james ennis iii,2015,2022,F,78,215.0,1990-07-01,Cal State Long Beach
203898,tyler ennis,2015,2018,G,75,194.0,1994-08-24,Syracuse
201623,semih erden,2011,2012,C,84,240.0,1986-07-28,
76681,julius erving,1972,1987,F-G,79,210.0,1950-02-22,UMass
1915,evan eschmeyer,2000,2003,C,83,255.0,1975-05-30,Northwestern
76683,vincenzo esposito,1996,1996,G,75,198.0,1969-03-01,
1629234,drew eubanks,2019,2024,F,81,245.0,1997-02-01,Oregon State
967,brian evans,1997,1999,F,80,220.0,1973-09-13,Indiana
76685,earl evans,1980,1980,F,80,202.0,1955-11-11,"USC, UNLV"
1628980,jacob evans,2019,2020,G-F,76,210.0,1997-06-18,Cincinnati
1628393,jawun evans,2018,2019,G,72,185.0,1996-07-26,Oklahoma State
202379,jeremy evans,2011,2018,F,81,200.0,1987-10-24,Western Kentucky
2230,maurice evans,2002,2012,G,77,220.0,1978-11-08,"Wichita State, Texas"
76686,mike evans,1980,1988,G,73,170.0,1955-04-19,Kansas State
2501,reggie evans,2003,2015,F,80,245.0,1980-05-18,Iowa
201936,tyreke evans,2010,2019,G-F,78,220.0,1989-09-19,Memphis
101137,daniel ewing,2006,2007,G,75,185.0,1983-03-26,Duke
201607,patrick ewing,1986,2002,C-F,84,240.0,1962-08-05,Georgetown
201607,patrick ewing,2011,2011,F,80,235.0,1984-05-20,"Indiana, Georgetown"
203957,dante exum,2015,2024,G,77,214.0,1995-07-13,
201963,christian eyenga,2011,2012,F,77,210.0,1989-06-22,
203105,festus ezeli,2013,2016,C,83,255.0,1989-10-21,Vanderbilt
1629605,tacko fall,2020,2022,C,90,311.0,1995-12-10,Central Florida
202702,kenneth faried,2012,2019,F-C,80,220.0,1989-11-19,Morehead State University
200770,jordan farmar,2007,2017,G,74,180.0,1986-11-30,UCLA
2824,desmon farmer,2007,2009,G,77,220.0,1981-10-07,USC
76695,jim farmer,1988,1994,G,76,190.0,1964-09-23,Alabama
1108,tony farmer,1998,2000,F,81,244.0,1970-01-03,"San Jose State, Nebraska"
203543,vitor luiz faverani,2014,2014,C,83,260.0,1988-05-05,
202324,derrick favors,2011,2022,F-C,81,265.0,1991-07-15,Georgia Tech
201174,nick fazekas,2008,2008,F,83,235.0,1985-06-17,Nevada
994,jamie feick,1997,2001,C,81,255.0,1974-07-03,Michigan State
76703,dave feitl,1987,1992,C,83,235.0,1962-06-08,Texas-El Paso
1627770,kay felder,2017,2018,G,69,176.0,1995-03-29,Oakland
1626245,cristiano felicio,2016,2021,F-C,83,270.0,1992-07-07,
203467,carrick felix,2014,2014,G,78,201.0,1990-08-17,Arizona State
101230,noel felix,2006,2006,F,81,225.0,1981-10-04,Fresno State
101109,raymond felton,2006,2019,G,73,205.0,1984-06-26,UNC
2724,desmond ferguson,2004,2004,G-F,79,203.0,1977-07-22,"Missouri, Detroit Mercy"
1628390,terrance ferguson,2018,2021,G-F,78,190.0,1998-05-17,
201164,rudy fernandez,2009,2012,G,78,185.0,1985-04-04,
1628981,bruno fernando,2020,2024,F,81,240.0,1998-08-15,Maryland
76707,eric fernsten,1976,1984,C-F,82,205.0,1953-11-01,San Francisco
76709,rolando ferreira,1989,1989,C,85,240.0,1964-05-24,Houston
273,duane ferrell,1989,1999,F-G,79,209.0,1965-02-28,Georgia Tech
1627812,yogi ferrell,2017,2021,G,72,178.0,1993-05-09,Indiana
198,danny ferry,1991,2003,F,82,230.0,1966-10-17,Duke
201178,kyrylo fesenko,2008,2012,C,85,288.0,1986-12-24,
76713,kenny fields,1985,1988,F-G,77,220.0,1962-02-09,UCLA
202361,landry fields,2011,2015,F,79,210.0,1988-06-27,Stanford
714,michael finley,1996,2010,G-F,79,215.0,1973-03-06,Wisconsin
1627827,dorian finney-smith,2017,2024,F,79,220.0,1993-05-04,Florida
900,matt fish,1995,1997,C,83,235.0,1969-11-18,UNC Wilmington
965,derek fisher,1997,2014,G,73,200.0,1974-08-09,Little Rock
2809,gerald fitch,2006,2006,G,75,188.0,1982-08-12,Kentucky
1630238,malik fitts,2021,2022,F,80,230.0,1997-07-04,"South Florida, Saint Mary's"
2033,marcus fizer,2001,2006,F,81,262.0,1978-08-10,Iowa State
313,vern fleming,1985,1996,G,77,185.0,1962-02-04,Georgia
2784,luis flores,2005,2005,G,74,200.0,1981-04-11,"Rutgers University, Manhattan College"
76725,bruce flowers,1983,1983,F,80,225.0,1957-06-13,Notre Dame
76726,sleepy floyd,1983,1995,G,75,170.0,1960-03-06,Georgetown
201938,jonny flynn,2010,2012,G,72,185.0,1989-02-06,Syracuse
1630201,malachi flynn,2021,2024,G,73,175.0,1998-05-10,"Washington State, San Diego State"
1435,isaac fontaine,2002,2002,G,76,210.0,1975-04-16,Washington State
1631323,simone fontecchio,2023,2024,F,80,209.0,1995-12-09,
202880,jeff foote,2012,2012,C,84,265.0,1987-07-14,Cornell
1627854,bryn forbes,2017,2023,G,74,205.0,1993-07-23,Michigan State
201814,gary forbes,2011,2012,F,79,220.0,1985-02-25,"Virginia, UMass"
1630758,aleem ford,2022,2022,F,80,220.0,1997-12-22,Wisconsin
76732,alphonso ford,1994,1995,G,73,190.0,1971-10-31,Mississippi Valley State University
2228,alton ford,2002,2004,F,81,275.0,1981-05-29,Houston
76733,chris ford,1973,1982,G-F,77,190.0,1949-01-11,Villanova
76734,don ford,1976,1982,F,81,215.0,1952-12-31,"New Mexico, UC Santa Barbara"
1641775,jordan ford,2024,2024,G,73,175.0,1998-05-26,Saint Mary's
76736,phil ford,1979,1985,G,74,175.0,1956-02-09,UNC
101213,sharrod ford,2006,2006,F,81,225.0,1982-01-09,Clemson
726,sherell ford,1996,1996,F,79,210.0,1972-08-26,University of Illinois at Chicago
2551,tj ford,2004,2012,G,72,165.0,1983-03-24,Texas
1630235,trent forrest,2021,2024,G,76,210.0,1998-06-12,Florida State
2218,joseph forte,2002,2003,G,76,194.0,1981-03-23,UNC
202622,courtney fortson,2012,2012,G,71,185.0,1988-05-23,Arkansas
1504,danny fortson,1998,2007,F,79,260.0,1976-03-27,Cincinnati
323,greg foster,1991,2003,F-C,83,240.0,1968-10-03,"UCLA, Texas-El Paso"
1902,jeff foster,2000,2012,F-C,83,236.0,1977-01-16,Texas State University
1630701,michael foster jr,2023,2023,F,80,250.0,2003-01-16,
76742,rod foster,1984,1986,G,73,160.0,1960-10-10,UCLA
2238,antonis fotsis,2002,2002,F,82,219.0,1981-04-01,
203095,evan fournier,2013,2024,G-F,78,205.0,1992-10-29,
1762,tremaine fowlkes,2002,2005,F,80,220.0,1976-04-11,"California, Fresno State"
1628368,de'aaron fox,2018,2024,G,75,185.0,1997-12-20,Kentucky
296,rick fox,1992,2004,F-G,79,230.0,1969-07-24,UNC
200751,randy foye,2007,2017,G,76,213.0,1983-09-24,Villanova
1502,adonal foyle,1998,2009,C,82,250.0,1975-03-09,Colgate
2499,richie frahm,2004,2008,G,77,210.0,1977-08-14,Gonzaga
1883,steve francis,2000,2008,G,75,195.0,1977-02-21,Maryland
76748,tellis frank,1988,1994,F-C,82,225.0,1965-04-26,Western Kentucky
203479,jamaal franklin,2014,2015,G,77,191.0,1991-07-21,San Diego State
1629606,robert franks,2021,2021,F,79,225.0,1996-12-18,Washington State
1628982,melvin frazier,2019,2022,G,77,215.0,1996-08-30,Tulane
1626187,michael frazier,2020,2020,G,75,200.0,1994-03-08,Florida
204025,tim frazier,2015,2022,G,72,170.0,1990-11-01,Penn State
76750,walt frazier,1968,1980,G,76,200.0,1945-03-29,Southern Illinois
76752,anthony frederick,1989,1992,F,79,205.0,1964-12-07,Pepperdine
202690,jimmer fredette,2012,2019,G,74,195.0,1989-02-25,BYU
76753,world b free,1976,1988,G,74,185.0,1953-12-09,Guilford College
202683,enes freedom,2012,2022,C,82,250.0,1992-05-20,Kentucky
200777,joel freeland,2013,2015,F-C,82,250.0,1987-02-07,
2782,matt freije,2005,2007,F,82,240.0,1981-10-02,Vanderbilt
101112,channing frye,2006,2019,C-F,84,255.0,1983-05-17,Arizona
1641788,alex fudge,2024,2024,F,80,200.0,2003-05-06,"LSU, Florida"
2673,hiram fuller,2004,2004,F,81,240.0,1981-05-15,Fresno State
957,todd fuller,1997,2001,C,83,255.0,1974-07-25,NC State
76765,tony fuller,1981,1981,G,76,180.0,1958-09-04,"Vincennes University, Pepperdine"
1628365,markelle fultz,2018,2024,G,76,209.0,1998-05-29,Washington
1444,lawrence funderburke,1998,2005,F,81,230.0,1970-12-15,"Indiana, Ohio State"
76767,terry furlow,1977,1980,G-F,76,190.0,1954-10-18,Michigan State
1629117,wenyen gabriel,2020,2023,F,81,205.0,1997-03-26,Kentucky
2429,dan gadzuric,2003,2012,C,83,240.0,1978-02-02,UCLA
1629655,daniel gafford,2020,2024,F,82,234.0,1998-10-01,Arkansas
101184,deng gai,2006,2006,F,81,250.0,1982-03-22,Fairfield
76770,corey gaines,1989,1995,G,75,195.0,1965-06-01,"UCLA, Loyola Marymount"
2558,reece gaines,2004,2006,G,78,205.0,1981-01-07,Louisville
202178,sundiata gaines,2010,2012,G,73,185.0,1986-04-18,Georgia
76771,mike gale,1972,1982,G,76,185.0,1950-07-18,Elizabeth City State University
76772,chad gallagher,1994,1994,C,82,255.0,1969-05-30,Creighton
201568,danilo gallinari,2009,2024,F,82,233.0,1988-08-08,
204038,langston galloway,2015,2022,G,73,200.0,1991-12-09,Saint Joseph's
333,kevin gamble,1988,1997,F-G,77,210.0,1965-11-13,Iowa
200816,jorge garbajosa,2007,2008,F,81,245.0,1977-12-19,
2092,ruben garces,2001,2001,F,81,245.0,1973-10-17,Providence
2682,alex garcia,2004,2005,G,75,220.0,1980-03-04,
101128,francisco garcia,2006,2015,F-G,79,195.0,1981-12-31,Louisville
201242,thomas gardner,2008,2009,G,77,225.0,1985-02-08,Missouri
1627868,patricio garino,2017,2017,G-F,78,210.0,1993-05-17,George Washington
1629636,darius garland,2020,2024,G,73,192.0,2000-01-26,Vanderbilt
76781,gary garland,1980,1980,G,76,180.0,1957-10-12,DePaul
76782,winston garland,1988,1995,G,74,170.0,1964-12-19,Missouri State
1612,chris garner,1998,2001,G,70,156.0,1975-02-02,Memphis
76785,bill garnett,1983,1986,F,81,225.0,1960-04-22,Wyoming
708,kevin garnett,1996,2016,F-C,83,240.0,1976-05-19,
1831,marlon garnett,1999,1999,G,74,186.0,1975-07-03,Santa Clara
1628656,billy garrett,2019,2019,G,78,213.0,1994-10-16,DePaul
76786,calvin garrett,1981,1984,F,79,190.0,1956-07-11,"Austin Peay State University, Oral Roberts"
1051,dean garrett,1997,2002,C,82,225.0,1966-11-27,Indiana
203197,diante garrett,2013,2014,G,76,190.0,1988-11-03,Iowa State
1630585,marcus garrett,2022,2022,G,77,205.0,1998-11-09,Kansas
76790,tom garrick,1989,1992,G,74,185.0,1966-07-07,Rhode Island
76791,john garris,1984,1984,F,80,205.0,1959-06-06,"Michigan, Boston College"
1565,kiwane lemorris garris,1998,2000,G,74,183.0,1974-09-24,Illinois
1727,pat garrity,1999,2008,F,81,238.0,1976-08-23,Notre Dame
1630586,usman garuba,2022,2023,F,80,220.0,2002-03-09,
1630568,luka garza,2022,2024,F-C,82,235.0,1998-12-27,Iowa
201188,marc gasol,2009,2021,C,83,255.0,1985-01-29,
2200,pau gasol,2002,2019,C-F,84,250.0,1980-07-06,
1629232,kaiser gates,2024,2024,F,80,217.0,1996-11-08,Xavier
423,chris gatling,1992,2002,F-C,82,220.0,1967-09-03,Old Dominion
930,kenny gattison,1987,1996,F-C,80,225.0,1964-05-23,Old Dominion
200752,rudy gay,2007,2023,F,80,250.0,1986-08-17,UConn
1845,andrew gaze,1994,1999,G,79,205.0,1965-07-24,Seton Hall
1627771,michael gbinije,2017,2017,G,79,200.0,1992-06-05,"Duke, Syracuse"
1002,reggie geary,1997,1998,G,74,187.0,1973-08-31,Arizona
202087,alonzo gee,2010,2017,G,78,225.0,1987-05-29,Alabama
761,matt geiger,1993,2002,C,84,243.0,1969-09-10,"Auburn, Georgia Tech"
101153,mickael gelabale,2007,2013,F,79,215.0,1983-05-22,
1904,devean george,2000,2010,G-F,80,220.0,1977-08-29,Augsburg College
1641718,keyonte george,2024,2024,G,76,185.0,2003-11-08,Baylor
202331,paul george,2011,2024,F,80,220.0,1990-05-02,Fresno State
